,TimeStamp,SPY,QQQ,IWM,AAPL,MSFT,NVDA,XLK,XLP,XLY,XTN,HYG
0,2020-10-16 09:00:00,350.595,293.09,163.12,121.1561,221.935,562.08,122.52,66.69,155.58,61.42,84.915
1,2020-10-16 10:30:00,349.445,291.0001,163.69,120.015,220.5779,556.6,121.7,66.435,154.64,61.25,84.855
2,2020-10-16 12:00:00,349.32,291.1316,163.49,120.04,220.77,555.9791,121.79,66.42,154.6,61.3859,84.805
3,2020-10-16 13:30:00,349.86,291.63,163.37,120.4,221.7048,557.585,122.14,66.44,154.69,61.5,84.805
4,2020-10-16 15:00:00,347.3911,288.28,162.44,118.97,219.61,552.41,121.11,66.17,152.92,61.14,84.62
