,TimeStamp,SPY,QQQ,IWM,AAPL,MSFT,NVDA,XLK,XLP,XLY,XTN,HYG
0,2020-08-19 09:00:00,339.13,278.12,156.83,466.89,210.8269,491.44,115.49,64.675,146.52,59.0685,84.71
1,2020-08-19 10:30:00,339.5015,278.85,157.8,468.04,211.68,489.39,115.72,64.52,146.41,59.2035,84.705
2,2020-08-19 12:00:00,339.19,278.57,157.49,467.3,211.88,489.17,115.76,64.44,146.51,58.925,84.69
3,2020-08-19 13:30:00,338.7,277.49,157.41,465.57,210.765,487.2053,115.425,64.38,146.21,58.7635,84.58
4,2020-08-19 15:00:00,337.13,276.1,156.34,462.83,209.7,485.54,115.02,64.3025,145.65,58.41,84.47
