,TimeStamp,SPY,QQQ,IWM,AAPL,MSFT,NVDA,XLK,XLP,XLY,XTN,HYG
0,2021-07-14 09:00:00,436.73,364.41,221.7,148.265,282.62,804.6771,153.2,70.3085,182.1492,84.29700000000001,87.84
1,2021-07-14 10:30:00,435.0,362.2939,219.39,148.01,281.69,790.36,152.41,70.46,181.2,83.29,87.775
2,2021-07-14 12:00:00,435.945,363.14,219.95,148.735,282.06,793.85,152.83,70.43,181.715,83.5499,87.775
3,2021-07-14 13:30:00,436.615,363.92,219.57,149.319,282.995,797.41,153.295,70.6599,181.825,83.475,87.82
4,2021-07-14 15:00:00,436.27,363.06,218.91,149.265,282.8,793.2,153.15,70.63,181.19,83.32,87.845
