,TimeStamp,SPY,QQQ,IWM,AAPL,MSFT,NVDA,XLK,XLP,XLY,XTN,HYG
0,2021-01-15 09:00:00,374.47,311.68,209.365,128.2299,212.35,518.28,127.55,65.405,165.78,73.715,87.0934
1,2021-01-15 10:30:00,376.19,312.91,210.25,128.805,213.7767,519.717,128.1,65.845,166.23,73.72,87.185
2,2021-01-15 12:00:00,376.95,313.69,211.9,128.67,213.71,521.48,128.205,65.735,166.64,74.2425,87.2
3,2021-01-15 13:30:00,376.47,312.64,211.41,127.72,213.51,518.672,127.865,65.705,165.95,74.3125,87.2
4,2021-01-15 15:00:00,375.76,312.06,210.73,127.26,212.81,514.755,127.46,65.62,165.825,73.84,87.09
