Stock,Open,Close,High,Low
SPY,453.12,455.47,455.8901,452.41
QQQ,374.1,377.95,378.87,373.63
IWM,227.41,229.65,229.96,227.29
AAPL,148.69,148.64,149.35,147.6301
MSFT,309.16,308.13,309.37,306.48
NVDA,227.26,231.66,233.5345,227.26
XLK,158.41,158.93,159.5001,158.345
XLP,71.29,71.28,71.395,70.75
XLY,192.75,197.53,198.36,192.75
XTN,90.63,91.28,91.6,90.63
HYG,86.84,86.99,87.06,86.77
