Stock,Open,Close,High,Low
SPY,330.06,332.09,332.38,330.06
QQQ,270.38,271.12,271.5,269.97
IWM,150.79,153.8,153.89,150.79
AAPL,438.66,440.34,441.46,435.62
MSFT,213.29,212.93,214.93,211.585
NVDA,449.11,451.57,454.83,446.765
XLK,113.44,113.83,114.12,113.295
XLP,63.31,63.17,63.53,63.0
XLY,137.81,139.47,139.55,137.81
XTN,55.4,56.21,56.29,55.4
HYG,85.04,85.18,85.23,85.03
