Stock,Open,Close,High,Low
SPY,246.79,261.925,262.775,246.79
QQQ,182.3,192.29,192.67,182.3
IWM,109.97,116.865,117.58,109.97
AAPL,245.52,258.45,258.46,245.52
MSFT,146.92,156.03,156.56,146.92
NVDA,245.62,257.36,262.17,245.62
XLK,77.51,82.38,82.49,77.51
XLP,50.97,53.85,54.11,50.97
XLY,97.42,101.53,102.09,97.42
XTN,44.45,45.89,46.7493,44.45
HYG,73.47,76.82,76.825,73.47
