Stock,Open,Close,High,Low
SPY,398.49,395.48,398.49,394.8287
QQQ,289.39,285.44,289.39,284.62
IWM,187.55,184.2,187.55,183.72
AAPL,150.04,148.83,150.04,147.2935
MSFT,241.97,241.8523,243.7968,240.47
NVDA,166.66,159.08,166.66,158.7313
XLK,133.6,131.76,133.6,131.22
XLP,73.55,73.9,74.28,73.55
XLY,144.74,142.54,144.74,141.49
XTN,75.74,73.34,75.74,73.13
HYG,74.55,74.4,74.565,74.31
