Stock,Open,Close,High,Low
SPY,337.04,333.69,337.04,331.2133
QQQ,282.25,274.22,282.25,273.46
IWM,152.18,152.79,153.57,149.06
AAPL,116.79,113.0058,116.79,112.405
MSFT,212.46,206.05,212.46,205.57
NVDA,544.58,522.3101,544.58,522.3101
XLK,117.93,114.88,117.93,114.5
XLP,64.46,64.07,64.46,63.6077
XLY,148.9,148.24,148.9,146.06
XTN,58.43,59.385,59.55,57.01
HYG,83.83,83.82,83.87,83.31
