Stock,Open,Close,High,Low
SPY,373.2,362.95,373.2,360.9501
QQQ,279.76,269.06,279.76,267.75
IWM,173.72,168.65,173.72,167.92
AAPL,145.43,140.1593,145.43,139.445
MSFT,246.79,234.325,246.79,233.17
NVDA,131.3,120.76,131.3,120.25
XLK,125.95,120.77,125.95,120.12
XLP,67.51,66.51,67.51,66.245
XLY,145.66,140.63,145.66,139.84
XTN,67.74,65.61,67.74,65.34
HYG,73.01,72.135,73.01,72.1
