Stock,Open,Close,High,Low
SPY,312.86,303.03,312.86,300.059
QQQ,218.22,211.8,218.22,210.1
IWM,152.16,147.32,152.16,145.5
AAPL,302.74,293.31,302.74,291.44
MSFT,170.55,166.58,170.8603,165.69
NVDA,284.51,273.56,284.51,271.5518
XLK,93.79,90.99,93.79,90.25
XLP,63.22,62.11,63.22,61.41
XLY,120.95,116.52,120.95,115.54
XTN,55.675,52.0493,55.675,51.9279
HYG,87.12,86.05,87.12,85.855
