Stock,Open,Close,High,Low
SPY,320.79,321.7,322.55,319.79
QQQ,259.12,259.39,260.2982,257.2001
IWM,146.16,146.59,147.59,145.52
AAPL,386.09,385.4,388.33,383.4609
MSFT,203.92,202.87,205.025,201.4073
NVDA,405.39,408.05,409.86,403.535
XLK,106.31,106.83,107.12,105.87
XLP,61.26,61.57,61.69,61.26
XLY,134.47,133.84,134.99,133.3596
XTN,55.69,56.19,56.3813,55.69
HYG,83.29,83.52,83.55,83.21
