Stock,Open,Close,High,Low
SPY,438.29,443.35,444.055,437.9
QQQ,339.45,346.33,347.42,339.13
IWM,197.16,200.92,201.45,197.16
AAPL,167.66,170.4,171.03,166.84
MSFT,282.06,287.64,288.5752,281.33
NVDA,215.04,222.01,224.2699,214.6799
XLK,147.91,150.26,150.75,147.46
XLP,78.42,78.86,78.96,78.35
XLY,176.54,180.93,181.23,176.02
XTN,79.74,82.44,82.6499,79.74
HYG,80.3,80.78,80.875,80.3
