Stock,Open,Close,High,Low
SPY,408.52,411.39,411.62,408.27
QQQ,335.08,336.96,337.3125,332.95
IWM,222.56,222.52,223.08,221.24
AAPL,130.36,132.93,132.9949,129.51
MSFT,253.25,255.75,255.94,252.46
NVDA,572.68,575.65,576.29,567.0301
XLK,140.42,141.74,141.8,139.67
XLP,69.04,68.92,69.2,68.5
XLY,174.32,175.94,176.01,173.98
XTN,88.8,89.29,89.3295,88.6327
HYG,87.26,87.2,87.26,87.1
