Stock,Open,Close,High,Low
SPY,395.88,400.6,402.64,395.76
QQQ,282.68,289.04,290.205,282.68
IWM,185.04,187.41,188.105,184.64
AAPL,137.87,141.08,143.305,137.87
MSFT,240.22,242.53,245.165,239.6859
NVDA,178.39,191.92,192.43,178.245
XLK,131.34,134.34,135.1,131.34
XLP,72.62,72.84,73.225,72.55
XLY,138.98,141.2,141.68,138.56
XTN,75.23,76.05,76.34,75.0885
HYG,76.17,76.14,76.365,75.98
