Stock,Open,Close,High,Low
SPY,398.51,395.0,400.165,394.93
QQQ,287.96,285.23,289.2111,284.46
IWM,186.9,184.91,187.78,184.65
AAPL,149.7,148.29,150.25,147.45
MSFT,247.11,241.56,247.11,239.375
NVDA,163.27,163.0,165.38,159.3
XLK,133.14,131.94,133.65,131.37
XLP,73.52,72.91,74.115,72.91
XLY,145.09,142.82,145.09,142.65
XTN,74.92,74.7,75.75,74.31
HYG,74.45,73.89,74.45,73.875
