Stock,Open,Close,High,Low
SPY,333.98,332.25,333.98,331.62
QQQ,230.19,229.16,230.43,228.555
IWM,166.93,164.8,166.93,164.4
AAPL,325.21,319.86,325.21,318.24
MSFT,183.63,183.89,185.63,182.52
NVDA,254.245,251.6,254.245,250.6
XLK,100.61,99.7,100.61,99.49
XLP,64.18,64.29,64.39,63.99
XLY,128.87,128.31,128.9199,127.8
XTN,65.33,65.82,65.82,65.1853
HYG,88.1,87.96,88.1,87.88
