Stock,Open,Close,High,Low
SPY,390.58,395.48,395.59,390.58
QQQ,272.83,277.55,277.65,272.83
IWM,180.51,182.76,182.79,180.51
AAPL,130.73,133.39,133.44,130.4799
MSFT,228.85,235.6812,235.79,228.85
NVDA,159.09,160.03,160.12,155.7
XLK,126.96,129.11,129.14,126.96
XLP,74.94,74.96,75.4,74.325
XLY,134.54,138.13,138.17,134.54
XTN,72.12,73.12,73.2,72.12
HYG,75.71,76.24,76.25,75.71
