Stock,Open,Close,High,Low
SPY,317.05,313.45,317.4921,313.42
QQQ,258.39,256.345,260.88,256.34
IWM,143.43,140.75,143.43,140.485
AAPL,373.85,372.51,378.61,372.44
MSFT,210.7,208.17,214.65,208.14
NVDA,393.57,394.13,402.75,393.57
XLK,107.11,105.91,108.07,105.91
XLP,59.28,59.76,60.14,58.93
XLY,132.58,130.36,132.58,130.28
XTN,53.91,53.2563,53.91,53.2
HYG,82.72,82.18,82.84,82.135
