Stock,Open,Close,High,Low
SPY,477.48,476.21,478.99,475.71
QQQ,401.55,400.29,403.56,399.77
IWM,222.99,222.9,225.42,222.725
AAPL,179.38,178.37,180.56,178.11
MSFT,341.95,339.37,343.12,338.86
NVDA,300.01,295.76,304.5055,295.5
XLK,175.88,174.77,176.54,174.5286
XLP,76.83,76.59,77.09,76.54
XLY,205.67,204.96,206.7332,204.77
XTN,94.1497,94.01,94.88,93.9405
HYG,87.07,87.025,87.1,86.99
