Stock,Open,Close,High,Low
SPY,323.5,328.69,329.56,321.65
QQQ,265.39,271.61,272.3765,264.2999
IWM,144.07,146.4,146.84,143.35
AAPL,108.22,112.21,112.437,107.7251
MSFT,203.19,207.79,209.03,202.58
NVDA,493.92,515.04,515.3,490.26
XLK,111.28,113.94,114.27,110.66
XLP,62.71,63.04,63.11,62.25
XLY,142.07,143.91,144.41,141.04
XTN,57.27,57.875,58.08,57.08
HYG,83.1,82.95,83.16,82.765
