Stock,Open,Close,High,Low
SPY,398.91,392.09,402.47,392.09
QQQ,310.34,305.98,315.21,305.98
IWM,176.65,171.59,177.3,171.59
AAPL,159.28,157.86,162.12,157.86
MSFT,273.78,272.23,280.98,272.23
NVDA,261.99,264.73,275.875,261.99
XLK,144.69,143.22,147.55,143.22
XLP,72.7,72.03,73.14,72.03
XLY,145.43,142.15,146.56,142.15
XTN,70.58,68.94,70.78,68.94
HYG,73.97,74.02,74.79,73.71
