Stock,Open,Close,High,Low
SPY,430.92,435.4,435.79,430.92
QQQ,358.77,360.95,361.491,357.59
IWM,221.7,226.38,226.43,221.7
AAPL,143.24,144.97,145.63,142.6785
MSFT,277.42,277.7,277.95,275.33
NVDA,796.11,801.595,803.14,790.2138
XLK,149.82,151.14,151.34,149.43
XLP,69.75,70.13,70.27,69.75
XLY,180.8,182.43,182.59,180.8
XTN,82.56,84.662,84.82,82.56
HYG,87.85,87.99,88.02,87.85
