Stock,Open,Close,High,Low
SPY,437.86,434.67,440.24,434.67
QQQ,361.16,358.37,363.18,358.36800000000005
IWM,221.58,220.32,223.54,220.32
AAPL,142.9,142.77,144.8084,141.84
MSFT,294.85,294.25,297.97,292.81
NVDA,208.31,206.88,210.48,205.11
XLK,151.96,151.1,153.14,151.015
XLP,70.05,70.03,70.41,69.975
XLY,182.63,181.91,183.98,181.91
XTN,88.56,87.85,88.995,87.815
HYG,86.76,86.51,86.805,86.49
