Stock,Open,Close,High,Low
SPY,365.41,374.35,374.79,363.65
QQQ,269.11,275.62,275.94,266.95
IWM,169.03,172.78,173.19,168.21
AAPL,143.39,147.4,147.84,142.67
MSFT,236.15,242.18,242.84,234.609
NVDA,121.94,124.7,124.96,118.9
XLK,121.1,124.39,124.6,120.43
XLP,67.87,68.925,69.08,67.62
XLY,138.37,142.43,142.52,137.47
XTN,65.52,66.69,66.74,65.32
HYG,71.8,72.47,72.57,71.56
