Stock,Open,Close,High,Low
SPY,445.44,446.5,448.87,444.14
QQQ,376.59,376.3,379.415,374.23
IWM,221.62,222.89,223.38,220.27
AAPL,148.97,149.62,151.3775,148.75
MSFT,295.71,297.08,298.54,294.1
NVDA,224.78,221.59,229.5,218.61
XLK,156.63,156.66,158.22,155.66
XLP,71.88,72.085,72.68,71.88
XLY,182.9,183.34,183.855,181.59
XTN,85.28,86.2,86.4,85.2
HYG,87.83,88.05,88.05,87.83
