Stock,Open,Close,High,Low
SPY,390.76,397.79,398.57,390.26
QQQ,293.05,298.97,299.99,293.05
IWM,178.31,182.18,182.46,177.95
AAPL,154.53,155.96,156.66,153.68
MSFT,253.25,258.06,258.8264,253.25
NVDA,134.65,137.135,138.38,133.48
XLK,131.97,134.08,134.62,131.79
XLP,72.15,73.45,73.53,72.15
XLY,155.17,159.93,160.14,155.17
XTN,71.85,72.93,73.04,71.19
HYG,74.11,75.165,75.19,74.11
