Stock,Open,Close,High,Low
SPY,407.6,409.22,409.47,405.7202
QQQ,315.92,318.1,318.52,312.91
IWM,173.63,173.95,174.45,172.69
AAPL,163.76,164.61,164.9467,162.04
MSFT,284.34,291.53,292.07,282.07
NVDA,268.81,270.34,270.7941,264.39
XLK,148.23,149.06,149.25,146.52
XLP,75.3,75.35,75.49,74.91
XLY,144.9,144.93,145.19,142.9
XTN,69.87,69.9406,70.29,69.53
HYG,74.51,74.825,74.96,74.295
