Stock,Open,Close,High,Low
SPY,334.57,335.56,335.74,332.995
QQQ,271.47,270.31,271.96,266.72
IWM,156.17,157.78,158.825,156.17
AAPL,444.45,450.91,454.87,440.12
MSFT,212.48,208.25,212.48,206.375
NVDA,447.98,446.6,456.28,434.41
XLK,113.74,113.42,114.14,111.91
XLP,63.51,63.84,63.97,63.45
XLY,140.38,142.06,142.21,140.38
XTN,57.4,59.14,59.28,57.4
HYG,85.17,85.21,85.3,85.01
