Stock,Open,Close,High,Low
SPY,415.21,412.11,415.21,410.63
QQQ,338.88,336.18,339.48,334.417
IWM,221.73,217.16,221.73,215.245
AAPL,134.84,132.98,135.52,131.835
MSFT,258.74,257.9,260.18,256.88
NVDA,614.47,606.61,619.795,598.8
XLK,142.11,140.76,142.42,140.06
XLP,69.54,69.91,70.14,68.99
XLY,177.85,175.56,177.85,174.3
XTN,88.53,87.15,88.575,86.35
HYG,87.16,87.03,87.16,86.96
