Stock,Open,Close,High,Low
SPY,426.61,427.54,427.64,425.89
QQQ,349.46,353.72,353.84,349.46
IWM,232.28,230.45,232.57,228.8
AAPL,133.11,134.785,135.238,133.11
MSFT,265.02,268.87,268.9,265.02
NVDA,761.24,799.66,803.1112,761.24
XLK,145.23,146.8,146.92,145.23
XLP,69.68,69.735,69.93,69.585
XLY,177.93,177.97,178.13,177.03
XTN,86.43,84.975,86.5,84.375
HYG,87.93,87.91,87.97,87.86
