Stock,Open,Close,High,Low
SPY,389.58,393.41,395.6375,389.58
QQQ,310.88,318.08,319.84,310.88
IWM,227.22,232.06,232.265,227.22
AAPL,119.98,121.92,123.14,119.98
MSFT,232.42,237.26,239.155,232.42
NVDA,498.73,519.78,521.79,498.73
XLK,129.59,132.32,133.17,129.59
XLP,65.77,65.62,66.04,65.55
XLY,163.77,166.27,166.92,163.77
XTN,85.83,86.7,86.98,85.83
HYG,86.38,86.67,86.86,86.38
