Stock,Open,Close,High,Low
SPY,451.8,453.13,454.03,451.8
QQQ,380.58,380.37,382.27,379.1699
IWM,227.44,228.94,229.83,227.44
AAPL,152.51,153.68,154.71,152.41
MSFT,301.83,301.14,303.3499,300.185
NVDA,224.41,223.99,225.9045,222.95
XLK,158.9,158.77,159.69,158.1
XLP,72.64,72.9,73.04,72.64
XLY,183.64,183.59,184.685,183.35
XTN,86.37,87.38,87.715,86.37
HYG,87.89,87.99,88.02,87.89
