Stock,Open,Close,High,Low
SPY,435.62,440.63,440.66,433.23
QQQ,340.32,344.01,344.18,337.08
IWM,201.94,205.06,205.2,200.32
AAPL,159.59,160.49,160.59,157.66
MSFT,294.39,294.94,294.99,289.37
NVDA,244.96,247.535,248.4,239.1201
XLK,150.89,151.78,151.84,149.27
XLP,73.51,73.96,74.15,73.29
XLY,175.21,178.04,178.11,173.2
XTN,88.08,88.95,88.961,87.2
HYG,81.7,82.25,82.26,81.7
