Stock,Open,Close,High,Low
SPY,408.32,391.98,408.32,390.64
QQQ,306.17,291.01,306.17,289.95
IWM,182.64,176.38,182.64,175.11
AAPL,149.24,140.8,149.24,139.9804
MSFT,266.82,254.24,266.82,253.24
NVDA,181.77,169.455,181.77,168.6782
XLK,138.56,132.21,138.56,131.7599
XLP,76.77,71.83,76.77,71.625
XLY,152.79,142.81,152.79,141.71
XTN,79.27,74.66,79.27,74.47
HYG,76.63,76.0,76.63,75.91
