Stock,Open,Close,High,Low
SPY,412.83,412.66,415.01,408.52
QQQ,304.5,306.77,307.66,300.98
IWM,192.6,192.53,193.94,190.1
AAPL,153.85,153.28,153.85,150.9147
MSFT,271.32,272.19,274.9399,269.35
NVDA,217.88,229.71,230.4658,213.71
XLK,142.81,143.49,144.21,141.28
XLP,73.8,73.135,73.8,72.88
XLY,150.32,152.13,152.5,148.33
XTN,78.21,79.2927,79.4,77.2391
HYG,74.97,74.99,75.18,74.51
