Stock,Open,Close,High,Low
SPY,403.7,409.19,409.635,403.7
QQQ,315.68,320.965,321.14,315.68
IWM,175.18,178.39,178.64,175.18
AAPL,162.36,164.78,164.99,162.205
MSFT,284.05,288.15,288.78,283.115
NVDA,273.83,277.84,278.315,271.15
XLK,148.88,150.93,151.13,148.57
XLP,74.11,74.7,74.73,74.11
XLY,145.65,149.51,149.62,145.65
XTN,70.77,72.49,72.49,70.77
HYG,74.74,75.545,75.64,74.74
