Stock,Open,Close,High,Low
SPY,447.26,450.83,451.87,445.25
QQQ,355.13,359.21,360.22,352.81
IWM,199.36,202.75,203.12,199.36
AAPL,171.66,174.8,175.325,171.45
MSFT,300.95,304.49,305.5288,300.0
NVDA,247.28,251.2999,252.275,239.92
XLK,158.54,160.49,160.93,157.68
XLP,76.03,76.31,76.52,75.91
XLY,184.02,186.63,187.01,182.55
XTN,85.19,87.15,87.329,85.19
HYG,83.71,83.61,83.85,83.58
