Stock,Open,Close,High,Low
SPY,443.8,450.48,450.48,443.8
QQQ,351.83,359.65,359.67,351.64
IWM,203.5004,205.9,205.9,202.75
AAPL,170.21,174.07,174.1061,170.21
MSFT,299.49,304.1,304.16,298.39
NVDA,256.34,281.5,283.13,256.34
XLK,154.3,158.35,158.35,154.3
XLP,73.9,74.42,74.44,73.9
XLY,182.26,183.68,183.88,181.05
XTN,87.94,88.79,88.8492,87.6814
HYG,81.74,81.91,81.935,81.52
