Stock,Open,Close,High,Low
SPY,410.95,408.53,411.89,407.2599
QQQ,320.15,318.97,321.55,317.84
IWM,178.48,175.27,179.08,174.33
AAPL,166.17,165.58,166.84,165.123
MSFT,287.23,287.08,290.35,285.73
NVDA,279.65,274.54,279.7675,273.11
XLK,150.77,149.92,151.482,149.385
XLP,75.1,74.91,75.39,74.785
XLY,148.17,147.89,149.0,146.64
XTN,71.5,70.47,71.765,70.189
HYG,75.15,74.93,75.26,74.845
