Stock,Open,Close,High,Low
SPY,383.79,373.78,383.79,372.07
QQQ,328.59,319.23,328.59,317.39
IWM,213.3,209.15,213.3,207.31
AAPL,143.16,142.07,144.2755,140.4527
MSFT,232.33,232.78,240.44,230.14
NVDA,537.41,516.42,537.41,511.75
XLK,134.03,131.35,134.03,130.3292
XLP,66.31,65.165,66.82,65.04
XLY,170.62,165.055,170.62,164.54
XTN,73.17,70.78,73.17,70.6304
HYG,87.19,86.98,87.21,86.81
