Stock,Open,Close,High,Low
SPY,376.7,383.49,384.74,372.68
QQQ,304.1,308.73,309.60900000000004,297.7
IWM,213.19,217.5331,218.13,207.21
AAPL,120.13,121.32,121.9196,117.6
MSFT,226.73,231.55,233.25,226.49
NVDA,494.81,498.46,500.77,467.34
XLK,126.56,128.875,129.31,124.74
XLP,63.3,64.68,64.88,63.3
XLY,155.83,156.78,157.28,149.66
XTN,82.15,83.65,83.7647,79.83
HYG,86.36,86.62,86.72,86.09
