Stock,Open,Close,High,Low
SPY,433.1,434.84,435.11,427.54
QQQ,357.38,359.72,359.94,353.15
IWM,221.02,219.88,221.02,216.7999
AAPL,141.11,142.02,142.14,138.39
MSFT,288.76,293.164,293.62,285.63
NVDA,204.51,207.1499,207.19,200.905
XLK,150.17,151.13,151.26,147.95
XLP,69.15,69.82,69.89,68.71
XLY,180.09,180.68,180.87,178.25
XTN,89.09,88.99,89.09,87.21
HYG,87.06,87.01,87.06,86.77
