Stock,Open,Close,High,Low
SPY,451.03,446.65,451.03,443.51
QQQ,361.1,353.18,361.1,350.64
IWM,202.99,200.17,202.99,198.73
AAPL,175.06,171.76,175.06,170.14
MSFT,310.88,299.26,310.88,296.75
NVDA,259.31,243.98,259.31,240.0999
XLK,158.07,154.09,158.07,152.98
XLP,76.48,77.44,77.55,76.16
XLY,184.95,180.23,184.95,178.58
XTN,83.7,80.92,83.7,80.27
HYG,81.5,80.88,81.5,80.695
