Stock,Open,Close,High,Low
SPY,419.29,419.87,421.25,419.29
QQQ,332.88,333.65,335.56,332.88
IWM,225.65,225.56,227.16,225.06
AAPL,125.28,124.58,125.76,124.58
MSFT,249.31,249.64,252.07,249.31
NVDA,619.52,650.16,651.05,619.52
XLK,137.91,138.35,139.2,137.91
XLP,70.66,70.7617,71.105,70.66
XLY,173.08,172.83,173.78,172.435
XTN,91.07,90.92,91.26,90.3999
HYG,87.21,87.19,87.345,87.18
