Stock,Open,Close,High,Low
SPY,446.97,444.059,446.97,440.8899
QQQ,368.98,365.69,368.98,363.265
IWM,219.07,216.34,219.07,213.76
AAPL,151.12,150.27,151.6598,149.1
MSFT,294.6,293.16,294.6,291.085
NVDA,199.5,194.625,199.5,192.69
XLK,155.69,154.39,155.69,153.4431
XLP,72.93,72.97,73.24,72.63
XLY,180.72,176.44,180.72,174.96
XTN,85.9,84.79,85.9,83.751
HYG,87.49,87.31,87.49,87.205
