Stock,Open,Close,High,Low
SPY,295.44,295.44,295.44,295.44
QQQ,229.66,229.66,229.66,229.66
IWM,134.89,134.89,134.89,134.89
AAPL,318.89,318.89,318.89,318.89
MSFT,183.51,183.51,183.51,183.51
NVDA,361.05,361.05,361.05,361.05
XLK,96.49,96.49,96.49,96.49
XLP,57.47,57.47,57.47,57.47
XLY,121.23,121.23,121.23,121.23
XTN,49.18,49.18,49.18,49.18
HYG,81.23,81.23,81.23,81.23
