Stock,Open,Close,High,Low
SPY,455.55,456.05,458.49,455.55
QQQ,377.93,378.78,382.71,377.92
IWM,229.57,227.86,230.715,227.86
AAPL,148.64,149.27,150.82,148.64
MSFT,308.13,309.64,312.3892,308.13
NVDA,231.66,247.0,252.56,231.66
XLK,158.93,159.36,160.67,158.93
XLP,71.24,71.5,71.67,71.21
XLY,197.53,197.57,201.61,196.78
XTN,91.28,91.27,92.28,91.1294
HYG,86.99,87.02,87.2,86.99
