Stock,Open,Close,High,Low
SPY,323.32,312.97,324.22,311.69
QQQ,222.6399,215.6175,223.6,214.76
IWM,161.7175,156.52,162.11,155.97
AAPL,300.715,288.62,302.2551,286.26
MSFT,173.25,168.495,174.2641,167.68
NVDA,273.8,262.14,276.34,258.0
XLK,95.83,92.43,96.34,91.95
XLP,63.24,62.09,63.505,61.81
XLY,126.505,122.55,126.8,122.18
XTN,63.6,60.35,63.6,60.2359
HYG,87.69,86.785,87.708,86.69
