Stock,Open,Close,High,Low
SPY,412.46,413.87,413.88,411.0925
QQQ,318.57,318.71,319.195,316.13
IWM,176.51,178.73,178.86,176.51
AAPL,165.21,165.245,165.3519,164.1
MSFT,286.14,288.69,291.56,286.14
NVDA,267.58,269.985,270.0199,264.35
XLK,148.65,149.18,149.515,148.05
XLP,75.18,75.635,75.6601,75.18
XLY,146.9,147.915,148.26,146.54
XTN,71.65,71.94,72.22,71.591
HYG,75.28,75.08,75.28,74.815
