Stock,Open,Close,High,Low
SPY,400.09,408.2,408.35,400.09
QQQ,298.44,306.22,306.54,298.44
IWM,177.22,182.68,182.78,177.22
AAPL,145.54,149.26,149.76,145.54
MSFT,261.5,266.79,268.29,261.5
NVDA,172.64,181.71,183.6574,172.64
XLK,134.66,138.57,138.76,134.66
XLP,77.3,76.8,77.3,76.01
XLY,149.03,152.78,152.855,148.98
XTN,76.01,79.24,79.3919,76.01
HYG,76.7,76.62,76.87,76.44
