Stock,Open,Close,High,Low
SPY,394.77,398.77,398.77,391.66
QQQ,303.03,307.39,307.39,300.83
IWM,181.49,182.46,182.46,178.87
AAPL,153.04,155.32,155.57,151.96
MSFT,262.27,264.84,264.84,257.08
NVDA,178.07,180.49,181.38,175.51
XLK,137.21,139.13,139.135,135.96
XLP,72.5,72.7,72.89,72.15
XLY,152.17,155.68,155.74,151.85
XTN,73.52,72.95,73.52,72.365
HYG,76.09,76.99,77.06,75.94
