Stock,Open,Close,High,Low
SPY,456.8,451.16,457.81,449.97
QQQ,369.3,361.21,369.3,359.97
IWM,207.91,203.14,209.435,202.57
AAPL,178.44,175.16,178.44,174.43
MSFT,314.97,310.94,314.97,309.94
NVDA,273.6,259.4,273.6,258.25
XLK,161.47,158.12,161.47,157.61
XLP,76.41,76.5,77.27,76.12
XLY,189.39,184.94,189.4,184.45
XTN,86.05,83.744,86.27,82.91
HYG,82.57,81.5,82.57,81.475
