Stock,Open,Close,High,Low
SPY,383.44,382.48,383.44,378.4399
QQQ,266.44,266.37,266.44,262.29
IWM,174.85,174.33,174.85,172.62
AAPL,129.61,129.925,129.93,127.47
MSFT,241.01,239.91,241.01,236.71
NVDA,146.03,146.25,146.28,142.33
XLK,124.61,124.47,124.61,122.56
XLP,74.92,74.56,74.92,74.0101
XLY,129.51,129.16,129.51,127.68
XTN,67.53,67.14,67.53,66.59
HYG,73.57,73.65,73.67,73.28
