Stock,Open,Close,High,Low
SPY,397.78,400.38,400.84,394.13
QQQ,298.97,300.5589,301.8666,295.52
IWM,182.19,183.73,183.78,179.64
AAPL,155.96,154.36,156.33,152.71
MSFT,258.09,258.62,260.4293,254.79
NVDA,137.14,139.895,140.07,133.7001
XLK,134.08,134.53,135.24,132.49
XLP,73.45,73.27,73.54,72.4
XLY,159.93,161.44,161.495,157.79
XTN,72.93,72.7,72.93,71.65
HYG,75.18,75.48,75.55,74.79
