Stock,Open,Close,High,Low
SPY,423.61,424.33,424.42,422.83
QQQ,340.35,341.21,341.23,339.69
IWM,229.28,231.75,231.79,229.28
AAPL,126.11,127.36,127.4382,126.11
MSFT,257.24,257.86,258.48,256.6199
NVDA,697.0,712.85,717.557,697.0
XLK,141.13,141.94,141.94,141.13
XLP,70.9,70.96,71.07,70.6
XLY,172.27,173.23,173.23,172.27
XTN,87.51,88.78,88.78,87.51
HYG,87.59,87.63,87.69,87.55
