Stock,Open,Close,High,Low
SPY,387.86,390.52,390.65,386.32
QQQ,270.54,272.87,272.88,269.04
IWM,177.88,180.55,180.61,177.3
AAPL,130.15,130.72799999999998,131.25,128.135
MSFT,227.12,228.805,231.27,227.12
NVDA,156.28,159.12,159.53,154.825
XLK,126.18,126.925,127.13,125.21
XLP,75.04,74.93,75.245,74.6909
XLY,132.87,134.53,134.54,132.25
XTN,71.17,72.21,72.21,70.69
HYG,75.8,75.715,75.87,75.53
